x,y,area
126.7519981,37.23733714,873
126.7529997,37.23804529,1914
126.7523843,37.23599062,297
126.7515418,37.23818731,1563
126.751514,37.23788585,1084
126.7520815,37.2361929,1056
126.7512375,37.23447923,660
126.7517371,37.23537547,2823
126.7525231,37.23434975,1349
126.7526525,37.23463565,1348
126.7530911,37.23451258,3305
126.7497482,37.23596877,1322
126.7503748,37.23568221,1584
126.750622,37.23553252,2046
126.7504608,37.2379386,198
126.7508189,37.23803523,869
126.750842,37.2390339,2678
126.7491367,37.23692871,535
126.749573,37.23690503,4701
126.7491486,37.23729843,893
126.7487717,37.23724357,1142
126.7491568,37.23769374,1025
126.7469509,37.23748135,893
126.7472485,37.23757525,2096
126.7483279,37.23714252,1142
126.7489258,37.23753845,1990
126.7492754,37.23775237,413
126.7490022,37.23804779,1706
126.7505361,37.2377481,397
126.75039,37.23815191,803
126.7500808,37.23838102,648
126.7503567,37.23867598,3203
126.7493131,37.238597,6188
126.7481134,37.23886036,1726
126.7482243,37.23919425,2668
126.7494043,37.23941336,1461
126.7498772,37.23947428,1904
126.7490607,37.23935605,1471
126.748751,37.23941468,2152
126.7559935,37.23903346,1603
126.7526554,37.23581097,496
126.7525434,37.23703616,2339
126.7502271,37.23654104,1494
126.7474178,37.23683441,1379
126.7483293,37.23864051,1269
126.7501281,37.23805711,757
126.750173,37.24028386,4099
126.748431,37.23969639,3676
126.7490387,37.24046987,3362
126.7455233,37.23948987,3322
126.7465776,37.23824095,826
126.7453869,37.23764469,1845
126.7456831,37.23764578,2245
126.7450933,37.23757414,1779
126.7445657,37.23753219,661
126.7440587,37.23719401,3286
126.7439757,37.23669988,561
126.7441012,37.23775717,979
126.7455737,37.23712681,2512
126.7448423,37.23767695,2658
126.7449347,37.23686783,1091
126.7433881,37.23721193,2056
126.7432992,37.2382601,1458
126.7428369,37.23856176,1693
126.7442351,37.23843549,781
126.7440325,37.23865022,781
126.743283,37.23737218,2017
126.7435124,37.23984676,1260
126.7442118,37.23978529,396
126.744625,37.23925133,2076
126.7450225,37.2399595,2668
126.7443437,37.24056156,840
126.745362,37.23914136,3997
126.744648,37.23978191,354
126.7443952,37.24006312,396
126.7437624,37.24052696,800
126.7444087,37.2382534,781
126.7445819,37.23789777,1002
126.744011,37.23794637,866
126.7443751,37.23749015,1091
126.7436729,37.23644225,721
126.7446305,37.23684627,2770
126.7455585,37.23676249,4165
126.7449764,37.23716454,536
126.7502187,37.24065852,3220
126.7498885,37.2400744,2119
126.7477035,37.23946949,512
126.7475411,37.2398419,1973
126.7482272,37.24035948,760
126.7487371,37.24039372,1012
126.7450303,37.23851082,2909
126.7455608,37.23843997,1210
126.7461226,37.23819276,2030
126.7460745,37.23760409,3947
126.7476959,37.24033934,1841
126.7482433,37.24102314,750
126.7448239,37.24112484,1065
126.7441814,37.23661788,218
126.7476573,37.23818387,2810
126.7478014,37.23744929,529
126.7479433,37.23779036,1045
126.7478937,37.23725531,2691
126.7475529,37.2375522,1818
126.746532,37.23888383,658
126.7484414,37.24076009,2033
126.7492536,37.24028651,1835
126.7489529,37.23994339,2076
126.7453543,37.24091307,1045
126.7451659,37.24113306,605
126.7447255,37.24047894,1851
126.750557,37.23945067,1260
126.7490928,37.23897425,3223
126.7503027,37.23909034,1974
126.7468319,37.23892745,408
126.7504803,37.23829681,936
126.7498375,37.23784313,5303
126.7490271,37.23826977,496
126.7454284,37.23998506,1018
126.7484596,37.23831704,357
126.7485521,37.23798475,1636
126.7495457,37.23741947,694
126.7483303,37.23774181,3346
126.7445065,37.24023555,694
126.7447569,37.24005174,509
126.7439215,37.23998172,989
126.7444005,37.23978453,396
126.7463908,37.2391624,2033
126.7442243,37.23957718,395
126.7441645,37.24034077,341
126.7528153,37.23586908,248
126.752618,37.2363463,3160
126.7529766,37.23590229,248
126.748101,37.23839224,648
126.7484353,37.23844368,149
126.7415648,37.24191758,2003
126.742075,37.24144371,6817
126.7498274,37.239036,1980
126.7429633,37.23761144,556
126.7432978,37.23781481,434
126.7430583,37.23792538,432
126.7432175,37.23805368,416
126.7440609,37.23648516,569
126.74432,37.23654456,797
126.7443429,37.2368962,796
126.7445241,37.23808299,483
126.7463011,37.23699772,1841
126.7464536,37.23737406,1406
126.7464842,37.23783645,1406
126.7457362,37.23826969,562
126.7452382,37.23813364,1210
126.7455178,37.23807036,701
126.7458848,37.23841958,370
126.7462031,37.23866192,3822
126.7434753,37.2423778,803
126.7481497,37.24007666,936
126.750327,37.23769747,665
126.7436514,37.23928391,1435
126.7454612,37.23867421,1000
126.7499677,37.2382095,106
126.7488448,37.23686556,800
126.7511036,37.23475413,1507
126.7435754,37.2401037,661
126.7527157,37.23563116,495
126.7480201,37.2405634,2093
126.7527845,37.23500048,1655
126.7444336,37.23959187,395
126.7431734,37.2375126,556
126.743875,37.23644214,569
126.744052,37.24015194,803
126.753109,37.23548034,1171
126.7429283,37.2378086,369
126.7438313,37.23825603,2374
126.7445074,37.23719336,618
126.7426204,37.23865239,1448
126.7452177,37.23883839,951
126.7437827,37.23886053,781
126.7525329,37.23601814,297
126.7529879,37.2357303,496
126.745769,37.23898203,803
126.7514049,37.23514122,1431
126.7489171,37.23662252,825
126.7493936,37.24080707,1468
126.7447804,37.24096184,428
126.7502108,37.23939569,939
126.7458888,37.23966303,1736
126.755492,37.23922714,310
126.7455062,37.24106864,724
126.755327,37.23922391,330
126.7556787,37.2387879,3276
126.7462588,37.23977744,2946
126.7430058,37.24118444,1607
126.7550947,37.23917865,331
126.7546096,37.23924,1825
126.7545867,37.23882881,1084
126.7445855,37.24092682,566
126.7479678,37.23978551,1931
126.7493635,37.23786303,1577
126.7513426,37.23887862,1590
126.7508613,37.2348922,1560
126.7491259,37.23679821,528
126.7547287,37.23849842,1511
126.7547675,37.23830748,1822
126.754751,37.23770212,1260
126.7444541,37.24101097,692
126.7444262,37.23901545,2893
126.7479815,37.23819691,1223
126.7543571,37.23794008,1693
126.754322,37.23751273,2899
126.7556369,37.2384757,4364
126.754671,37.23867211,1283
126.7543412,37.23895805,331
126.7538497,37.2383071,992
126.7520016,37.23787696,2381
126.7527989,37.23766193,8499
126.7460552,37.23909221,959
126.7432189,37.24052245,1852
126.7527001,37.23934487,1068
126.7518519,37.23895475,1706
126.7513756,37.23853458,1141
126.7522629,37.23835398,979
126.7526174,37.23846051,592
126.752453,37.23860289,3917
126.7434522,37.24032022,1316
126.7446232,37.23992981,354
126.7449812,37.24086001,546
126.7491031,37.23704775,562
126.7506618,37.23970861,863
126.7500641,37.23971031,3944
126.7486368,37.24027621,992
126.754146,37.23838593,992
126.7527285,37.24812226,770
126.7564631,37.24037644,2830
126.7341823,37.24216503,1200
126.7534703,37.24537653,486
126.7539306,37.24475288,3736
126.7527316,37.24423274,952
126.7524547,37.24446562,916
126.757363,37.2397125,410
126.7565487,37.24128586,3316
126.7543296,37.24468478,1640
126.7539856,37.24563836,863
126.7514257,37.25031213,1210
126.7517758,37.25398027,4327
126.7509031,37.25383888,3964
126.7360774,37.24261465,1541
126.736292,37.24292058,940
126.7368275,37.24284897,878
126.7571478,37.25103997,5527
126.7553103,37.25021056,2128
126.7478765,37.24401328,2106
126.7473257,37.24825764,582
126.7570679,37.25190193,1570
126.7492877,37.24440183,3501
126.7481131,37.24460342,1200
126.7322544,37.24233404,1160
126.7337658,37.24024964,668
126.7533845,37.24462119,1471
126.7493111,37.24820545,2975
126.7494087,37.24762665,963
126.7497243,37.24737214,963
126.7334035,37.2403365,2231
126.7317897,37.24050631,1746
126.7328445,37.24110347,1941
126.7340068,37.24202731,1835
126.754162,37.25101119,1885
126.7318774,37.24071158,2069
126.7497298,37.2489458,966
126.749245,37.24871007,1100
126.7493,37.24884877,874
126.7502909,37.24767077,1468
126.7338326,37.24482655,1455
126.7330858,37.24146362,3286
126.7539543,37.24412833,688
126.7557607,37.24136637,456
126.7363945,37.24255526,1144
126.7495844,37.24711009,1061
126.7553548,37.2459007,1664
126.752992,37.24905161,525
126.7509706,37.24701985,227
126.7477328,37.24822706,1353
126.7342017,37.24100957,863
126.7533001,37.24524561,496
126.7532269,37.24446696,549
126.7567205,37.24187991,2446
126.7538295,37.24544999,1253
126.7522888,37.24687727,2608
126.752105,37.2473339,549
126.7531004,37.24494939,1197
126.756437,37.24187392,2456
126.7514318,37.24740935,2450
126.7502228,37.24411764,2598
126.7560528,37.2417322,3055
126.7566188,37.24101352,2635
126.753963,37.24777505,1359
126.752983,37.2474662,2648
126.7479065,37.24491393,774
126.7570501,37.24001452,674
126.7516434,37.25345461,1964
126.7550448,37.2503832,1653
126.7526049,37.24891798,1000
126.7553853,37.24142961,1451
126.751497,37.24891954,660
126.7326653,37.24140518,330
126.7326852,37.24063763,776
126.753318,37.24504931,496
126.7529825,37.24443014,585
126.752679,37.24448186,886
126.755526,37.2451066,694
126.7494521,37.24696961,684
126.749988,37.24647445,1600
126.7343986,37.2408936,297
126.7351191,37.24164695,341
126.7559154,37.24526536,464
126.7541191,37.24927903,149
126.7527783,37.24910766,115
126.7515245,37.24866055,2288
126.7526047,37.24842629,933
126.7519841,37.24667048,1498
126.7510581,37.24692299,198
126.7507135,37.24350046,526
126.7523183,37.24885774,2022
126.7497514,37.24895713,580
126.7345521,37.23981972,1392
126.7348088,37.24266768,546
126.7341202,37.24064212,952
126.7536349,37.24468334,2076
126.7490441,37.2472742,1686
126.7500974,37.24579016,1746
126.7339524,37.23980522,969
126.7530449,37.24427898,585
126.7529617,37.24465193,589
126.7545416,37.24473289,1937
126.7551422,37.24631519,595
126.7553999,37.24643232,1013
126.7504941,37.24696586,4000
126.7493305,37.24856546,1217
126.7500447,37.2476844,198
126.7508719,37.24810828,1008
126.7490041,37.24792566,1137
126.7325159,37.24149369,330
126.7345878,37.24064281,1319
126.7555306,37.24543504,2026
126.7553691,37.24672753,651
126.7512126,37.24878658,660
126.749307,37.24687884,1041
126.7489925,37.24780787,417
126.7506472,37.24567869,982
126.7334607,37.24202338,640
126.7352809,37.24233877,1458
126.735472,37.24251707,1865
126.7567804,37.24047314,544
126.7511791,37.24705083,425
126.756675,37.24068746,1380
126.7560299,37.24089977,2106
126.7573898,37.25171634,1312
126.7530697,37.24777157,2979
126.7505776,37.24380248,922
126.7512293,37.25049643,1580
126.7534406,37.24821178,1243
126.7509157,37.24757387,1002
126.752408,37.2485759,546
126.7571919,37.25172332,1157
126.7522019,37.24816639,1943
126.7525744,37.24706646,2387
126.7568782,37.2407933,172
126.7568554,37.24240207,526
126.7560656,37.24210175,1574
126.7500455,37.24456382,1993
126.7491667,37.24421172,906
126.7522932,37.24764452,2146
126.7516627,37.24710582,3425
126.7536684,37.24910392,1412
126.7517819,37.24899754,533
126.7357232,37.23836157,513
126.7322594,37.24135309,1937
126.733811,37.24147904,1898
126.7504664,37.24754508,747
126.7324965,37.24083156,775
126.7334793,37.24108174,995
126.7493159,37.24841306,1362
126.7353512,37.23818837,530
126.7320174,37.24165088,724
126.7336062,37.24171276,1091
126.7348659,37.2415033,562
126.7509575,37.24860944,407
126.7487852,37.24787915,310
126.7488915,37.24447515,906
126.734356,37.23892824,2182
126.7335484,37.23931036,2053
126.7342391,37.23940697,903
126.7505511,37.24868787,1498
126.7497712,37.24789556,3127
126.7357827,37.23814175,490
126.7334977,37.23975608,2674
126.7337824,37.24126579,1537
126.7499836,37.24829734,1309
126.7514443,37.24801091,3848
126.7355079,37.23839974,511
126.733923,37.2400924,562
126.751033,37.24837037,1428
126.733311,37.24220758,1666
126.7501522,37.2473489,747
126.7349518,37.23873188,495
126.7517782,37.24844735,2099
126.7506152,37.24790834,2294
126.7342876,37.24030064,959
126.7485289,37.24817325,1269
126.7346822,37.23881895,1322
126.7499243,37.24717623,747
126.7320244,37.24101205,3438
126.7323305,37.24161735,578
126.733321,37.24081558,1620
126.7343235,37.24150335,1233
126.7365269,37.24243499,721
126.7350799,37.2421564,1633
126.7367237,37.24261311,483
126.7488787,37.24765012,741
126.7344066,37.24251865,1098
126.7521319,37.24905621,1742
126.7505994,37.24824989,922
126.7493392,37.24742034,1279
126.7483371,37.24790965,1666
126.7331405,37.24001892,1921
126.7325554,37.24233427,3712
126.7351831,37.23835892,1587
126.7486544,37.24843554,673
126.7317121,37.24031412,1395
126.7318655,37.24218539,2836
126.7337746,37.24100104,995
126.735104,37.24238289,883
126.7566648,37.25185641,1891
126.7499206,37.24672236,1269
126.7491116,37.24667857,1716
126.7516941,37.24660626,1379
126.751833,37.24768636,1745
126.7548076,37.24573603,1233
126.7471264,37.24427379,1984
126.7504046,37.2465002,701
126.7348535,37.24212589,2116
126.7568997,37.24018829,862
126.7542047,37.24907981,509
126.7517894,37.25362611,1402
126.7569597,37.24182201,2103
126.7318808,37.24175392,764
126.7344859,37.24127953,1306
126.7346627,37.24125857,364
126.7503448,37.24856084,1203
126.7351051,37.2386159,495
126.7327487,37.24155035,330
126.7557351,37.24518426,694
126.7570504,37.24080357,644
126.7541689,37.24541862,529
126.7572244,37.23988738,410
126.7531346,37.24920247,846
126.7555963,37.24141238,992
126.7513307,37.24765196,1002
126.7325185,37.24172923,690
126.732826,37.24083348,776
126.7347818,37.24181334,992
126.7543335,37.25114986,605
126.7528501,37.24482776,1045
126.7539161,37.24427611,826
126.7553225,37.24478577,741
126.7502915,37.24604484,826
126.7548359,37.24475134,2033
126.7504219,37.24558459,1031
126.7501325,37.24844984,1388
126.733466,37.24186868,643
126.7498625,37.24757039,963
126.7526998,37.24743173,2400
126.7533168,37.24798986,3527
126.7487757,37.24859526,274
126.7511293,37.24668283,2479
126.7508195,37.24730192,1855
126.7502075,37.24676676,1326
126.7497731,37.24635109,2519
126.7497927,37.24420189,1488
126.7492088,37.24394526,691
126.7493972,37.24389321,469
126.7491772,37.24397092,598
126.7539184,37.24514256,840
126.754541,37.24507069,1441
126.754757,37.24526882,1517
126.7545563,37.24518641,1147
126.7551028,37.24524512,2469
126.7341179,37.24006345,503
126.7345731,37.2402621,423
126.7506451,37.24619768,2774
126.7482675,37.24405168,2354
126.747471,37.24405458,3517
126.7480284,37.24803387,1349
126.7475309,37.24818978,1182
126.7554189,37.24567963,1903
126.7554339,37.24615856,1381
126.7553225,37.24184549,975
126.7342125,37.23972597,2529
126.7341716,37.23914786,2476
126.7348037,37.23856437,653
126.7346476,37.23854906,850
126.7336652,37.23944908,784
126.7321178,37.24204374,965
126.7323806,37.24039673,1527
126.7328947,37.24041492,3088
126.7331114,37.24260073,1891
126.733961,37.24042434,998
126.7338145,37.24071199,1580
126.7341627,37.24170959,734
126.7327926,37.24176211,1329
126.733777,37.24193228,694
126.7343844,37.24221747,2023
126.7345928,37.24170182,886
128.5710988,36.83429666,4011
128.560931,36.8421167,3867
128.5630162,36.84284299,902
128.5788697,36.83736759,3165
128.5680228,36.8433828,188
128.5640171,36.84556809,1946
128.5729601,36.84095863,2975
128.564733,36.83911509,1964
128.5620965,36.8426046,3961
128.5649162,36.84472138,493
128.5776488,36.82979775,3428
128.5654477,36.84391672,2271
128.561807,36.83949767,1498
128.5766942,36.8376862,598
128.5635859,36.84276369,1598
128.5655918,36.84487196,2066
128.5681349,36.84375137,1983
128.5644517,36.83915762,1686
128.5645866,36.84107662,674
128.5666014,36.84030143,304
128.560461,36.84152154,1879
128.5611237,36.83991633,512
128.5609528,36.84131794,1964
128.5613156,36.84197587,1964
128.5647215,36.840764,2033
128.5685368,36.84256862,1071
128.564273,36.84178039,1993
128.5631013,36.8424457,347
128.5614051,36.83929526,677
128.5613189,36.83972771,1121
128.5624976,36.84076974,2040
128.5618498,36.84015304,2013
128.5623664,36.83997317,1845
128.5618869,36.84078831,1002
128.561589,36.84024621,2003
128.5642937,36.84237163,1041
128.5650281,36.84426201,1739
128.5622341,36.84085979,2063
128.5640187,36.84187266,2003
128.5649178,36.84382135,734
128.5633151,36.8428278,1498
128.5677928,36.83950076,1101
128.5717515,36.833866,2796
128.5646614,36.83861435,2162
128.5646216,36.84241137,1830
128.5645973,36.84166142,1983
128.5645524,36.8439549,803
128.5640738,36.84364035,1610
128.563529,36.84380646,1612
128.5631883,36.84540366,1002
128.5680822,36.84298917,2271
128.5619028,36.84442116,3890
128.563116,36.84133988,1954
128.5644596,36.84267101,787
128.5632668,36.84049626,2033
128.5712202,36.8358165,2701
128.5641087,36.84259382,1814
128.5675003,36.84138792,1722
128.5672177,36.84087347,1309
128.5634997,36.84204834,1904
128.5628578,36.84143094,2063
128.5630335,36.84232126,407
128.5620672,36.84111877,1012
128.562557,36.84173304,2014
128.562506,36.84135916,1002
128.5708063,36.83530993,1818
128.5623843,36.84225637,1012
128.5637606,36.84196409,1993
128.562559,36.8425842,962
128.5625602,36.8430646,477
128.5621697,36.84507719,5108
128.5765157,36.8373568,1375
128.5627939,36.84298539,941
128.5627033,36.84277215,635
128.5637022,36.845375,198
128.5640434,36.84573542,368
128.5637542,36.84421183,585
128.5669516,36.84424883,4218
128.5639366,36.84454218,1210
128.5659492,36.8430027,1495
128.5646374,36.84565877,611
128.5638064,36.84371793,1826
128.564681,36.84363074,615
128.5679443,36.83979331,79
128.5643338,36.84356152,1594
128.5680433,36.84330207,221
128.5641867,36.84440184,2493
128.5644452,36.84430825,2311
128.5654184,36.84514743,1345
128.5644362,36.84522154,1640
128.5645406,36.84337607,948
128.5647729,36.84435709,1630
128.5660219,36.84340936,1424
128.5667621,36.84335356,1729
128.5609608,36.84020211,385
128.5624399,36.8417788,1012
128.571425,36.8350428,4190
128.5638165,36.83889108,4209
128.5669653,36.84371868,407
128.563234,36.84212527,1874
128.5634226,36.84556897,493
128.5659099,36.84376547,3293
128.5666879,36.8437584,592
128.5649988,36.8449833,2040
128.565214,36.84404891,2440
128.5665024,36.84288621,1022
128.5662202,36.84292921,1314
128.5686415,36.84216476,931
128.567669,36.84251177,1808
128.5666592,36.84040969,347
128.5651117,36.84329737,1576
128.5680744,36.84236884,1082
128.5626078,36.8448978,2053
128.562818,36.8452804,284
128.5643934,36.84555728,99
128.5641359,36.84580097,119
128.5602682,36.84170824,1226
128.5648529,36.84338682,1542
128.5653798,36.83973728,1993
128.5629254,36.84544847,725
128.5679703,36.83982648,136
128.5683564,36.84288753,2608
128.5615594,36.83962436,1279
128.5679156,36.83973079,301
128.566562,36.84022248,169
128.5622475,36.84144806,1021
128.5680177,36.83991848,426
128.5677688,36.83889686,2023
128.5671536,36.83890083,972
128.5668659,36.83893715,605
128.5654387,36.84464125,380
128.5676146,36.83974567,2083
128.5636076,36.83459826,3429
128.5635212,36.84040173,1983
128.5673361,36.83923279,1111
128.5670377,36.84054175,674
128.5683696,36.84226313,1054
128.5649793,36.84067402,2033
128.5641251,36.83910516,863
128.5651488,36.83769674,2083
128.5652625,36.8379004,2013
128.5649876,36.83902334,2003
128.5657197,36.83566482,2675
128.5651254,36.83983046,2003
128.5656375,36.83964856,2033
128.5644095,36.84571448,552
128.5612096,36.84122735,2023
128.5605483,36.84224643,1993
128.5676706,36.84298001,2631
128.5606996,36.84086391,417
128.5706477,36.8417065,3008
128.5621145,36.84006261,2033
128.5713698,36.83461988,422
128.5710493,36.83519157,1983
128.5717284,36.83559192,2301
128.5783264,36.83906673,1411
128.5782781,36.83879148,3475
128.558653,36.8421311,2023
128.5577576,36.84264885,687
128.5579221,36.84246784,1548
128.5582054,36.84243836,1226
128.5569328,36.84057444,208
128.5589068,36.84203794,2003
128.5572219,36.84055164,347
128.5573054,36.84085392,1476
128.5557925,36.84278946,165
128.5546512,36.84340582,1252
128.5545236,36.84260991,337
128.5587105,36.84279331,1479
128.5591636,36.8419478,2003
128.5525452,36.84723652,813
128.5578198,36.85373038,2162
128.6004528,36.83238811,2564
128.5568485,36.84112687,2093
128.558903,36.84257914,149
128.5995461,36.83273667,3389
128.5521884,36.85000035,6450
128.5539362,36.85166294,2644
128.5551746,36.85112668,2238
128.5622666,36.84776877,2003
128.590719,36.83675126,2592
128.5553413,36.85116694,737
128.5553916,36.85071785,1679
128.5574591,36.85184055,3967
128.5570993,36.85096867,5438
128.5591965,36.84258601,1216
128.5571594,36.85033781,3592
128.5575983,36.85337999,2367
128.5592999,36.85204932,1699
128.5590033,36.85184787,1617
128.5593942,36.85169849,827
128.600288,36.83812065,1977
128.5531576,36.84710544,2073
128.5541376,36.84739438,1111
128.60107,36.84265759,2023
128.559313,36.85038913,506
128.5516786,36.8513014,5221
128.5560627,36.85144257,2456
128.5516803,36.85010754,2320
128.5511729,36.84783424,5855
128.561014,36.85086596,6674
128.550167,36.84973282,1273
128.5593913,36.84182309,1736
128.5683004,36.84647879,3088
128.5504909,36.84959011,2433
128.5510502,36.849805,1699
128.5592775,36.84046739,724
128.5520297,36.84743184,2588
128.5577032,36.84428886,3382
128.5518745,36.84763191,1676
128.6013213,36.8328135,3016
128.5589943,36.84091485,3475
128.5575391,36.85147387,30
128.5687377,36.84612757,724
128.6034385,36.83423864,1997
128.5898303,36.83663354,152
128.5912817,36.83682536,2605
128.593913,36.84108206,3197
128.5945932,36.84102743,4044
128.5674884,36.84661592,3174
128.5922324,36.83765057,1805
128.592627,36.83720127,608
128.5901402,36.83987677,1150
128.5902073,36.83953529,721
128.5900837,36.8367731,790
128.5952479,36.8397794,3101
128.5974853,36.83772155,1891
128.597215,36.83766445,1970
128.6010333,36.83267493,2855
128.5999676,36.83418991,946
128.56883,36.84557602,8734
128.5575202,36.84068216,959
128.5686997,36.84662705,2354
128.5555948,36.84291594,484
128.5570477,36.84151972,338
128.5820781,36.84126343,6348
128.5533169,36.8453891,1038
128.5553729,36.84305814,857
128.5813654,36.84133391,255
128.5924041,36.83694314,2179
128.5540472,36.84301989,5623
128.5905143,36.83639162,783
128.5903884,36.83695409,1997
128.5893696,36.83636963,1230
128.5637196,36.84957483,2166
128.5692095,36.84497265,8
128.5899961,36.83711467,1197
128.5587761,36.85260004,3160
128.5921232,36.83692447,2331
128.5910014,36.83677506,2489
128.5620886,36.85132883,2023
128.5638239,36.84974258,1725
128.5556455,36.85129405,1025
128.5521881,36.846856,1874
128.5560563,36.85024567,4776
128.5580092,36.85384836,3094
128.5521224,36.84716068,2420
128.5576319,36.84474399,3019
128.5576672,36.8529576,3085
128.557794,36.85275177,2459
128.6011389,36.84243844,2000
128.569696,36.84629143,278
128.5557369,36.85054466,2380
128.5536764,36.84614719,149
128.5537442,36.84621947,357
128.5583607,36.84157144,943
128.5525934,36.84766198,1041
128.5526937,36.84739478,317
128.5543698,36.8472661,1906
128.5582536,36.84415559,1070
128.6031935,36.84204809,3996
128.5639681,36.84994774,2687
128.5537818,36.84509443,1370
128.5511498,36.84915885,2390
128.5533888,36.84696772,2013
128.5542988,36.84681112,251
128.5568118,36.84163048,493
128.5629505,36.8504182,4337
128.5513844,36.84903884,2785
128.5691214,36.84596516,3210
128.5516576,36.84895805,2171
128.5553488,36.84243622,1983
128.5907097,36.83983671,1798
128.590266,36.84026288,1190
128.5558099,36.84218348,2038
128.5530747,36.84625525,2003
128.5578697,36.85098263,1480
128.5563585,36.85105992,5818
128.551146,36.84951759,2098
128.5528449,36.84755679,823
128.5513191,36.84859639,311
128.6000662,36.83429436,1018
128.5546631,36.846187,755
128.5580883,36.85196781,3215
128.6003038,36.8322775,558
128.5680148,36.84633552,671
128.5641626,36.84748812,2586
128.5570922,36.84102097,1922
128.5552401,36.84279858,367
128.5545963,36.84713132,1881
128.5588605,36.84250779,298
128.5946642,36.83968488,1379
128.5565799,36.84176317,764
128.5553999,36.84966851,4961
128.5585626,36.84139192,1549
128.553613,36.84683072,2003
128.5981484,36.83853561,1934
128.5999891,36.83818207,2050
128.593637,36.82877645,3170
128.55394,36.84718433,337
128.561351,36.85231093,1974
128.5918376,36.83691568,2559
128.5590288,36.84280842,1294
128.6012083,36.84222072,2000
128.5906005,36.8403913,1144
128.5817733,36.84114188,869
128.5904393,36.83978005,1950
128.5588319,36.85058339,902
128.5691966,36.84652418,294
128.5685151,36.84683916,195
128.5692008,36.84623913,2734
128.5507371,36.85051035,1767
128.5635726,36.84926511,812
128.5631321,36.84949138,1345
128.5505514,36.84778316,1488
128.563658,36.84939805,2010
128.5555825,36.84230756,2254
128.5539699,36.84570583,2023
128.5631735,36.85067702,2945
128.5606131,36.8512082,6301
128.5590056,36.8504074,952
128.5583484,36.85070344,97
128.5585793,36.85184442,206
128.5573425,36.8531735,1121
128.557872,36.85343695,1461
128.5578174,36.85227095,2189
128.5572415,36.85061812,589
128.55504,36.85143172,982
128.550246,36.85079445,4497
128.5515322,36.84956661,406
128.550905,36.85012135,1294
128.5502878,36.84774605,2631
128.5544958,36.84626415,1914
128.5502761,36.84870227,2238
128.5542489,36.84675825,142
128.5546802,36.84657142,136
128.5540116,36.84650448,1636
128.5542823,36.84642057,1977
128.5565878,36.84121742,2033
128.5548149,36.84699313,1843
128.5543424,36.84761515,428
128.5608544,36.85236394,2787
128.5523542,36.84665408,2182
128.5521931,36.847985,684
128.5529139,36.84726117,1864
128.5579192,36.84410718,2134
128.556056,36.84471751,1519
128.5505725,36.84859938,6333
128.5758977,36.84707415,3907
128.5710974,36.85839148,2924.9
128.5691524,36.85797947,747.5
128.5746904,36.85617169,3676
128.5718081,36.84716308,918.4
128.5744227,36.85946734,2479.4
128.5763763,36.84353531,1203
128.5643893,36.85517544,2965
128.5755759,36.84518215,2636
128.5832134,36.84824275,1012
128.5746925,36.84569978,3665.3
128.5719824,36.84472688,347
128.5695272,36.85814148,2269.3
128.5703841,36.85339338,1997
128.571745,36.84698903,2989.3
128.5818769,36.84957566,8069
128.5694318,36.84693202,513.8
128.5787248,36.84332573,2389
128.5779797,36.86135444,4734.2
128.5727577,36.84631177,3207.8
128.567906,36.84749529,18
128.5707089,36.84740954,938.1
128.5724925,36.85903536,3291.4
128.5774675,36.86106976,6997.2
128.5754996,36.85973679,5057
128.569763,36.85216349,3700.2
128.583975,36.84579105,6536
128.5707282,36.85373085,2073
128.5707926,36.85405833,1663
128.5767512,36.84261995,1415
128.5730674,36.84738339,3459
128.5765364,36.84694116,598
128.5759604,36.84660786,2122
128.5705671,36.85833443,1015.7
128.5730043,36.8470386,3990.7
128.5728894,36.84669278,3880
128.5747977,36.8440544,3187
128.5676403,36.84779288,1415
128.5704485,36.84675037,1652.1
128.5764476,36.84785064,2996
128.5718062,36.84505376,2962
128.5759781,36.84736014,2502
128.5774788,36.84434943,7608
128.5770897,36.84325455,1587
128.5765667,36.84326851,1666
128.5770638,36.84279006,1623
128.5837695,36.84653045,1950
128.5831752,36.8439195,4185
128.5834506,36.84800533,3198
128.5844826,36.84599908,2506
128.5703929,36.8527339,4850
128.5704911,36.85202603,2731
128.5700491,36.85207368,2889
128.5700639,36.85136015,5111
128.570355,36.85071001,6750
128.5698925,36.84945156,3122.3
128.5707979,36.85834066,2633.2
128.5715078,36.85850436,5585.8
128.5728941,36.85909357,2018.5
128.5760145,36.84617555,3534
128.5678531,36.84794019,1524
128.5684586,36.84791742,3808
128.5684584,36.84757855,1584.4
128.5684195,36.84745328,702.2
128.5773633,36.84280897,1792
128.5707589,36.84758511,2790.2
128.571868,36.85872205,4299.8
128.5693148,36.84714927,2636.5
128.5706251,36.84719449,3773.2
128.5708693,36.84775836,1250.1
128.5738695,36.84605784,2964.9
128.5633871,36.85413498,3141
128.542744,36.80832242,2602.6
128.5417759,36.79454649,4904
128.5416093,36.79400074,1341
128.5413346,36.7920635,1680
128.5417333,36.7907569,1737
128.5452759,36.79460278,3017.9
128.5448034,36.79545796,4068
128.5427214,36.78956239,2937.4
128.5432509,36.79051448,3318.9
128.5462675,36.79332189,3152.5
128.5453459,36.79632165,7755
128.5416566,36.79915657,2383.2
128.5438237,36.79572251,1300
128.5409637,36.80090011,2562.7
128.5402625,36.79998808,4120.2
128.5403743,36.79962406,2439.5
128.5422713,36.79930944,1513.5
